Timestamp,Age,Industry,Functional area of job,Job title,Additional context,Annual salary,Additional monetary compensation,Currency,Currency - other,Income - additional context,Country,State,City/region,Remote or on-site?,Unionized?,Years of experience,Years in field,Highest level of education,Gender,Race,Disabled?
4/9/2025 10:19:29,35-44,Education (Higher Education),"Marketing, Advertising & PR",Assistant Director of PPC,,95200,0,USD,,,United States,Arizona,Arizona,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 10:21:02,25-34,Publishing,Administration,Publishing assistant ,,25000,250,GBP,,,United Kingdom,,"Cambridge, UK",Hybrid,No,2-4 years,2-4 years,Doctorate,Non-binary,White,Not sure / it's complicated
4/9/2025 10:21:05,25-34,Engineering,Engineering,Release Engineer,,102693,10269,USD,,,United States,Michigan,Detroit Area,Hybrid,No,2-4 years,2-4 years,Bachelor's degree,Woman,Asian or Asian American,No
4/9/2025 10:21:07,25-34,Entertainment,Entertainment,Localization Testing Specialist,videogame industry,31300,1000,EUR,,,Spain,,Madrid,Hybrid,No,8-10 years,5-7 years,High School,Woman,White,No
4/9/2025 10:21:18,55-64,Health Care,Health Care,Unit Director,Manager of Research Unit,192093,0,USD,,,United States,California,Los Angeles,On-site,No,31-40 years,31-40 years,Master's degree,Woman,White,No
4/9/2025 10:21:30,35-44,Green/Renewable Energy,Green/Renewable Energy,Director of Environmental Compliance,,160000,0,USD,,20% bonus potential in addition to base,United States,North Carolina,Charlotte,Fully remote,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:22:33,45-54,Art & Design,,Owner/Director,"Brick and mortar service business, 5 employees ",55000,0,USD,,,United States,Idaho,Boise,On-site,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:22:45,45-54,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Electronic Resources Librarian,(Public Library),63000,,USD,,,United States,Texas,Houston Area,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:24:26,25-34,Government & Public Administration,Government & Public Administration,Senior Policy Advisor,,92928,92928,CAD,,,Canada,,Toronto,Hybrid,Yes,8-10 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White",No
4/9/2025 10:24:32,25-34,Government & Public Administration,Administration,Office Assistant,,38732,,EUR,,,Germany,,"Konstanz, DE",On-site,Yes,2-4 years,1 year or less,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 10:24:43,45-54,Education (Higher Education),Administration,Departmental Administrator,,46220,,GBP,,,United Kingdom,,Cardiff,Hybrid,Yes,21-30 years,11-20 years,Postgraduate Certificate,Woman,White,No
4/9/2025 10:24:47,35-44,Law,UX,Product Specialist,UX specialist,93000,2000,CAD,,,Canada,,Alberta,Hybrid,No,8-10 years,5-7 years,Master's degree,Other or prefer not to answer,White,Yes
4/9/2025 10:25:15,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Circulation Clerk,,44000,0,CAD,,We are a unionized workplace,Canada,,Niagara Falls,On-site,Yes,11-20 years,2-4 years,Master's degree,Woman,White,No
4/9/2025 10:25:20,25-34,"Marketing, Advertising & PR","Marketing, Advertising & PR",Martech Specialist,,55000,,GBP,,,United Kingdom,,Bristol UK,Hybrid,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 10:25:41,35-44,Computing or Tech,Engineering,Senior Software Engineer,,163000,24000,USD,,,United States,Virginia,Frederick County,Fully remote,No,8-10 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 10:25:42,25-34,Property or Construction,Administration,Chief of Staff,,105000,,USD,,,United States,Florida,Miami,Hybrid,No,8-10 years,2-4 years,Bachelor's degree,Woman,"Hispanic, Latino, or Spanish origin, White",No
4/9/2025 10:26:01,35-44,Computing or Tech,Computing or Tech,Customer support technician ,,42500,0,USD,,,United States,North Carolina,Raleigh,Fully remote,No,2-4 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 10:26:38,25-34,"Marketing, Advertising & PR",Communications,Client Manager,,50000,1000,EUR,,,Ireland,,Dublin,Hybrid,No,8-10 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 10:27:06,45-54,Government & Public Administration,Analysis,Deputy Group Chief,,171000,0,USD,,,United States,Virginia,Northern VA,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:28:08,65 or over,Retail,Retail,Retail clerk,,2126,0,USD,,,United States,Texas,Austin,On-site,No,41 years or more,11-20 years,Some college,Woman,White,No
4/9/2025 10:28:26,35-44,Education (Higher Education),Administration,Executive Assistant,"Assistant to Dept Chair, also Office Manager of Chair's Office Staff",70000,0,USD,,,United States,Texas,Austin,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:29:11,35-44,Aerospace & Defense,Business or Consulting,Control Account Manager,"cost and schedule management, metrics, data analysis",187000,9000,USD,,,United States,Colorado,Colorado Springs,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:30:19,45-54,Education (Higher Education),Administration,Academic Advisor,,56000,5000,USD,,,United States,Delaware,New Castle,Hybrid,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:30:27,45-54,Nonprofits,Administration,Associate Director,,68500,2000,USD,,,United States,Virginia,"Alexandria, VA",Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:30:34,25-34,Accounting,Business or Consulting,Senior Associate,"3 years of experience, below manager ",135000,12000,USD,,,United States,Pennsylvania,Philadelphia,Hybrid,No,2-4 years,2-4 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/9/2025 10:32:23,25-34,Banking & Finance,Banking & Finance,Business Director,,272949,48000,USD,,"35,000 in restricted stock",United States,New York,NYC,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:33:38,45-54,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),"Teacher-high school, private ",,72000,0,USD,,,United States,California,San Francisco Bay Area ,On-site,No,21-30 years,21-30 years,Master's degree,Woman,White,No
4/9/2025 10:33:51,35-44,Nonprofits,Administration,VP of Engineering,,3450000,345000,Other,MXN,,México ,,México City ,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Man,"Hispanic, Latino, or Spanish origin",No
4/9/2025 10:34:01,35-44,Property or Construction,Computing or Tech,Senior Software Architect,,123250,,USD,,,United States,Massachusetts,Boston,Fully remote,No,21-30 years,11-20 years,Bachelor's degree,Man,White,No
4/9/2025 10:34:01,45-54,Health Care,Administration,Administrative Assistant II,,60860,0,USD,,,United States,Illinois,Naperville,On-site,No,21-30 years,21-30 years,Bachelor's degree,Woman,White,No
4/9/2025 10:34:51,25-34,Publishing,Editorial,Executive Editor,Big Five publisher,100000,5000,USD,,,United States,New York,New York City,Hybrid,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 10:34:51,55-64,Government & Public Administration,Planning,"DIrector, Planning & Program Development","Responsible for bus routes, capital projects and future projects and strategic plan",103000,0,USD,,,United States,Louisiana,Baton Rouge,On-site,No,31-40 years,31-40 years,Master's degree,Woman,White,No
4/9/2025 10:35:08,25-34,Utilities & Telecommunications,Administration,Service Administrator,,52000,3500,USD,,,United States,Georgia,Douglasville,On-site,,5-7 years,5-7 years,High School,Woman,White,No
4/9/2025 10:35:29,35-44,Nonprofits,Science,IT Project Manager,,113000,0,USD,,,United States,New Jersey,"Princeton, NJ",Fully remote,No,11-20 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/9/2025 10:35:39,35-44,Publishing,Art & Design,associate art director,,84000,2500,USD,,,United States,New York,NYC,Fully remote,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/9/2025 10:35:51,45-54,Pest Control,Recruitment or HR,HR Manager,,32000,,USD,,,United States,New Mexico,Albuquerque,Fully remote,No,21-30 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 10:36:10,65 or over,"Galleries, Libraries, Archives & Museums",Accounting,Finance & Development Assistant,,36608,1000,USD,,,United States,Wisconsin,Midwest,On-site,No,41 years or more,8-10 years,Some college,Woman,White,No
4/9/2025 10:36:31,25-34,Retail,Retail,sales clerk,,32718,,USD,,,United States,New Jersey,gloucester township,On-site,Yes,8-10 years,8-10 years,Associate's degree,Man,White,No
4/9/2025 10:37:03,35-44,Manufacturing,Business or Consulting,Business Support Specialist,Technical position responsible for supporting custom software tools.,82000,2500,USD,,,United States,Illinois,Chicago suburbs,Hybrid,No,11-20 years,1 year or less,Bachelor's degree,Woman,White,No
4/9/2025 10:37:25,45-54,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),high School Teacher,,75000,,USD,,International private school overseas ,Southeast Asia,,Southeast Asia,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:37:41,45-54,Health Care,Training,"Team Lead, Training Delivery",,80000,12000,USD,,,United States,Ohio,Dayton,Hybrid,No,21-30 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:38:13,35-44,Engineering,Engineering,Project Engineer,,82000,5000,USD,,,United States,North Carolina,Hickory,On-site,No,11-20 years,2-4 years,Master's degree,Man,White,No
4/9/2025 10:38:15,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Library Services Manager,Head of Tech Services & liaise with municipal IT dept to manage library technology,66300,,USD,,,United States,North Carolina,Mooresville,On-site,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/9/2025 10:38:18,35-44,Law,Research,Senior Research Specialist,,122000,8000,USD,,,United States,District of Columbia,"Washington, DC",Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:38:24,35-44,Government & Public Administration,Health Care,Epidemiologist,,122587,1800,USD,,,United States,Georgia,Atlanta,On-site,No,8-10 years,8-10 years,Master's degree,Man,White,No
4/9/2025 10:38:47,55-64,Insurance,Computing or Tech,Sr Business Analyst ,It should be Data Engineer ,130000,20000,USD,,,United States,California,San  Francisco ,Hybrid,No,31-40 years,21-30 years,"3 years equivalent, college in night.Courses or days when working night",Woman,White,No
4/9/2025 10:38:54,35-44,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Systems Librarian,,88450,0,USD,,,United States,Connecticut,Hartford,Hybrid,No,21-30 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,Not sure / it's complicated
4/9/2025 10:38:58,25-34,Nonprofits,Nonprofits,Data Manager,,60000,9500,USD,,,United States,North Carolina,Durham,Hybrid,No,5-7 years,2-4 years,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 10:39:00,25-34,Education (Higher Education),Science,Staff Research Associate 4,Teaching Laboratory Manager,89000,0,USD,,,United States,California,Davis,Hybrid,Yes,11-20 years,11-20 years,Bachelor's degree,Non-binary,White,Not sure / it's complicated
4/9/2025 10:39:20,35-44,Property or Construction,Administration,Academic Director,"I run the higher ed partnerships and grants pieces of the apprenticeship program of a labor union- so, construction adjacent but not strictly construction.",135000,0,USD,,,United States,New Jersey,Central Jersey,Hybrid,No,8-10 years,5-7 years,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 10:39:25,25-34,Insurance,Communications,Content Designer,Same thing as UX writer,78000,5000,CAD,,,Canada,,Toronto,Fully remote,No,5-7 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 10:39:26,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Outreach Manager,also includes a bookmobile,68000,0,USD,,,United States,Georgia,Metro Atlanta,On-site,No,5-7 years,2-4 years,Master's degree,Woman,White,No
4/9/2025 10:40:15,35-44,Pets,Administration,Performance Ops Rep,,42000,0,USD,,,United States,North Carolina,Durham,Hybrid,No,11-20 years,11-20 years,Some college,Woman,White,No
4/9/2025 10:40:41,35-44,Aerospace & Defense,Payroll,Payroll supervisor,,119600,,USD,,,United States,California,Orange county,On-site,No,11-20 years,11-20 years,Some college,Woman,White,No
4/9/2025 10:40:41,35-44,Agriculture or Forestry,Administration,Marketing ,,100000,10000,USD,,,United States,Kentucky,Lexington,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:40:57,35-44,Accounting,Accounting,Accounts Payable Specialist,,55000,,USD,,,United States,Illinois,Chicago,Hybrid,No,8-10 years,2-4 years,Bachelor's degree,Woman,White,Yes
4/9/2025 10:41:05,35-44,Education (Higher Education),Administration,Academic Coordinator,,69010,,USD,,,United States,Massachusetts,Cambridge,Hybrid,Yes,21-30 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 10:41:06,55-64,Computing or Tech,"Marketing, Advertising & PR",Demand generation content manager,,160000,9000,USD,,,United States,California,San Diego,Fully remote,No,31-40 years,31-40 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 10:41:22,25-34,Nonprofits,Nonprofits,Major Gifts Officer,,160000,23000,USD,,,United States,California,San Francisco,Other/it's complicated,No,5-7 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 10:41:25,25-34,Biotechnology & Pharma,Biotechnology & Pharma,Scientist,R&D scientist,116600,11660,USD,,,United States,New Jersey,Princeton,On-site,No,5-7 years,5-7 years,Master's degree,Man,White,No
4/9/2025 10:41:57,35-44,Architecture,Administration,administrative coordinator,,78000,1000,USD,,,United States,New York,New York,Hybrid,No,21-30 years,21-30 years,Master's degree,Woman,White,No
4/9/2025 10:42:25,25-34,Banking & Finance,Banking & Finance,Credit Analyst,,74162,11124,USD,,,United States,Texas,Houston,Hybrid,No,5-7 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 10:42:29,35-44,Media & Digital,Business or Consulting,Freelancer,,104000,0,USD,,,United States,California,Los Angeles,Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:42:40,25-34,Computing or Tech,Computing or Tech,Staff Software Engineer,,198000,20000,USD,,,United States,Illinois,Chicago,Hybrid,No,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Non-binary,White,No
4/9/2025 10:42:47,35-44,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Head of Reference ,Faculty Librarian,91000,,USD,,,United States,Michigan,Lansing ,Hybrid,,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:42:58,55-64,Education (Higher Education),Art & Design,associate professor,,100000,,USD,,actually 75K for 9 months,United States,West Virginia,Morgantown,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:43:20,25-34,Nonprofits,Government Affairs & Lobbying,"Director, Foundation Relations",,150000,,USD,,,United States,District of Columbia,Washington,Hybrid,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 10:43:25,35-44,Government & Public Administration,Banking & Finance,Financial Services Officer,,60670,0,CAD,,,Canada,,Lunenburg,Hybrid,No,8-10 years,2-4 years,Bachelor's degree,Woman,Asian or Asian American,No
4/9/2025 10:43:28,35-44,Education (Higher Education),"Marketing, Advertising & PR",Senior Director of Marketing and Communications,,118000,0,USD,,,United States,Georgia,Atlanta,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,"Hispanic, Latino, or Spanish origin",No
4/9/2025 10:43:55,25-34,Computing or Tech,"Marketing, Advertising & PR",Marketing Manager,,65000,,GBP,,,United Kingdom,,South East,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,Yes
4/9/2025 10:44:25,35-44,Education (Higher Education),Research Development,Research Development Officer,,77000,0,USD,,,United States,Michigan,Ann Arbor,Hybrid,No,11-20 years,1 year or less,Doctorate,Woman,White,No
4/9/2025 10:45:43,25-34,Education (Higher Education),Communications,Writer,,49000,20000,USD,,,United States,Colorado,Colorado Springs,Hybrid,No,2-4 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 10:46:14,35-44,"Leisure, Sport & Tourism","Marketing, Advertising & PR",Public Relations Manager,,89000,7000,USD,,,United States,Minnesota,Twin Cities,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,Yes
4/9/2025 10:46:34,35-44,"Marketing, Advertising & PR","Marketing, Advertising & PR",Digital marketer/owner,I’m self-employed as a digital marketer,128000,0,USD,,,United Kingdom,,I live in London but my clients are mostly based in the US,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:46:40,45-54,Law,Law,Law firm partner,,260000,50000,USD,,Bonus varies wildly depending on firm's success each year,United States,Texas,DFW,Hybrid,,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/9/2025 10:46:46,45-54,Oil & Gas,Oil & Gas,Sr. Safety Specialist ,,124900,30000,USD,,,United States,Pennsylvania,"Reading, PA",On-site,No,21-30 years,21-30 years,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 10:46:49,45-54,Nonprofits,Law,Senior Counsel,,137500,11000,USD,,,United States,North Carolina,Triangle,Hybrid,No,21-30 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White,No
4/9/2025 10:47:09,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Information Librarian,,66420,2000,USD,,,United States,Massachusetts,Greater Boston Area,On-site,Yes,5-7 years,2-4 years,Master's degree,Woman,White,No
4/9/2025 10:47:43,35-44,Computing or Tech,Computing or Tech,Data Integration Manager,,122440,10826,USD,,,United States,New York,Hudson Valley,Fully remote,No,11-20 years,5-7 years,Bachelor's degree,Woman,White,No
4/9/2025 10:47:50,25-34,Science,Science,Information specialist,,61000,0,EUR,,,Finland,,Pirkanmaa,Hybrid,Yes,8-10 years,8-10 years,Doctorate,Other or prefer not to answer,White,No
4/9/2025 10:49:10,35-44,Health Care,Health Care,Programme Manager,,53000,,GBP,,,United Kingdom,,London,Hybrid,No,11-20 years,5-7 years,Bachelor's degree,Woman,Black or African American,No
4/9/2025 10:49:14,35-44,Art & Design,Art & Design,Senior Project Manager,Architect,120000,15000,USD,,,United States,Tennessee,Southeast,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:49:14,35-44,Computing or Tech,Computing or Tech,Product Specialist,I work on internal software used by Google Ads Trust & Safety to ensure they meet analyst needs and comply with legal regulations. ,81200,12000,EUR,,"I also get stock refreshers and one off bonuses. My total comp last year was around €112,000",Ireland,,Dublin,Hybrid,Yes,11-20 years,5-7 years,Bachelor's degree,Woman,"Asian or Asian American, White",Yes
4/9/2025 10:49:56,65 or over,Law,Administration,Legal assistant ,,75500,7000,USD,,"Additional income includes year end bonus, employer contribution to 401k and overtime ",United States,Illinois,Chicago,On-site,No,41 years or more,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 10:50:06,35-44,Education (Higher Education),Computing or Tech,Associate Director of Technology Training,,107000,0,USD,,,United States,New York,NYC,Hybrid,Yes,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:50:07,35-44,Nonprofits,Nonprofits,Program Director,,85000,0,USD,,,United States,Virginia,Metro DC,Fully remote,No,11-20 years,11-20 years,Some college,Woman,White,No
4/9/2025 10:50:49,35-44,Education (Higher Education),Education (Higher Education),Assistant professor,,94500,1000,USD,,,United States,Illinois,Chicago,On-site,No,11-20 years,11-20 years,Doctorate,Woman,White,No
4/9/2025 10:51:05,35-44,Education (Higher Education),Computing or Tech,Data Systems Associate ,I run a database ,62000,,USD,,,United States,Illinois,Champaign ,Hybrid,No,11-20 years,2-4 years,Master's degree,Woman,White,Not sure / it's complicated
4/9/2025 10:51:56,55-64,Education (Higher Education),Administration,Office Administrator,,60000,,USD,,,United States,Maine,Portland,On-site,No,31-40 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:52:05,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Teen Services and Digital Media Lab Supervisor,,82000,0,USD,,,United States,Virginia,Richmond,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:52:19,25-34,Education (Higher Education),Fundraising/advancement/development,Assistant Director of Annual Giving,,50000,0,USD,,,United States,Pennsylvania,NEPA,On-site,No,8-10 years,2-4 years,Bachelor's degree,Woman,White,No
4/9/2025 10:52:36,35-44,Media & Digital,Education (Higher Education),Instructional Designer,,70000,5000,USD,,,United States,Texas,DFW,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 10:53:12,35-44,Property or Construction,Recruitment or HR,HR Manager,,40000,2000,GBP,,,United Kingdom,,Leeds,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,Yes
4/9/2025 10:53:24,45-54,Education (Higher Education),Procurement/Contract Management,Sr. Contracts Manager,,96000,,USD,,,United States,Washington,Seattle,Hybrid,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:53:40,35-44,Architecture,Administration,Project Manager,,70000,1500,USD,,,United States,Texas,Austin,On-site,No,21-30 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 10:53:47,25-34,Art & Design,Art & Design,Senior Interior Designer,,75800,10000,USD,,,United States,Massachusetts,Boston,Hybrid,No,8-10 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 10:53:56,35-44,"Galleries, Libraries, Archives & Museums",Administration,Library Director,Head Staff Member for the Library,96000,0,USD,,,United States,Illinois,Chicago Suburbs,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,No
4/9/2025 10:54:33,35-44,Engineering,Engineering,Firmware Engineer,,96000,,USD,,,United States,Connecticut,Hartford,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Man,White,No
4/9/2025 10:55:46,25-34,Computing or Tech,Computing or Tech,Group Product Manager,"This is a hybrid IC/management role - I manage a small group of product managers, in addition to my own area of the product.",185000,,USD,,,United States,Pennsylvania,Philadelphia,Fully remote,No,11-20 years,5-7 years,Bachelor's degree,Woman,White,No
4/9/2025 10:55:58,25-34,Green/Renewable Energy,Science,Chemical Technician II,"Based on market research my responsibilities are closer to a Chemist (planning projects, designing experiments, etc)",75000,0,USD,,,United States,Connecticut,Danbury,On-site,No,5-7 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 10:58:56,25-34,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Subject Librarian,,62649,,EUR,,,Germany,,North-Rhine-Westphalia,Hybrid,,5-7 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 10:59:01,45-54,Insurance,Insurance,Office Admin/Customer Service,,48000,,USD,,,United States,Iowa,FD,On-site,No,31-40 years,21-30 years,Some college,Woman,White,Not sure / it's complicated
4/9/2025 11:00:21,25-34,Media & Digital,Computing or Tech,Software developper,,46000,4000,EUR,,,France,,Montpellier,Hybrid,Yes,8-10 years,8-10 years,Master's degree,Woman,White,No
4/9/2025 11:01:12,35-44,Education (Early/Primary/Secondary),Education (Early/Primary/Secondary),Film Teacher,,63000,0,USD,,,United States,Arkansas,Fayetteville,On-site,Yes,21-30 years,21-30 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:01:43,35-44,Computing or Tech,Business or Consulting,Project Manager,,86000,4000,EUR,,,Germany,,Cologne,Hybrid,No,8-10 years,8-10 years,Master's degree,Woman,White,No
4/9/2025 11:01:58,25-34,Veterinary Medicine,Science,Laboratory Technician,,35000,,USD,,,United States,Utah,Salt Lake,On-site,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,Yes
4/9/2025 11:02:52,45-54,Law,Law,Principal Attorney ,,155000,0,USD,,I am an owner so have pass thru taxes and we’ve been operating at a loss since covid. ,United States,New York,NYC,On-site,No,21-30 years,21-30 years,Doctorate,Woman,White,No
4/9/2025 11:03:07,45-54,Supply Chain Management,Data Reporting,Junior SQL Developer,,65000,,USD,,,United States,Missouri,St. Louis,Other/it's complicated,No,21-30 years,2-4 years,Bachelor's degree,Man,White,No
4/9/2025 11:03:53,35-44,Education (Early/Primary/Secondary),"Galleries, Libraries, Archives & Museums",Upper School Librarian,Upper School = High School (grades 9-12),70000,0,USD,,,United States,Massachusetts,Wellesley,On-site,No,11-20 years,11-20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White",No
4/9/2025 11:04:36,45-54,Law,Law,Paralegal,,50000,0,USD,,,United States,Florida,Palm Beach Gardens,On-site,No,21-30 years,8-10 years,Some college,Woman,White,No
4/9/2025 11:05:01,35-44,Government & Public Administration,"Galleries, Libraries, Archives & Museums",Archives specialist,,80000,,USD,,,United States,District of Columbia,DC,On-site,Yes,21-30 years,8-10 years,Master's degree,"Woman, Non-binary",Asian or Asian American,Not sure / it's complicated
4/9/2025 11:05:04,25-34,Recruitment or HR,Recruitment or HR,VP of HR,,170000,20000,USD,,,United States,Texas,Dallas,Hybrid,No,11-20 years,11-20 years,Master's degree,Woman,Asian or Asian American,No
4/9/2025 11:05:08,55-64,Computing or Tech,Computing or Tech,Senior Developer,,130000,0,USD,,,United States,Pennsylvania,Philadelphia Suburbs,Fully remote,No,31-40 years,31-40 years,Bachelor's degree,Man,White,No
4/9/2025 11:05:48,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Manager of Public Programs,,68000,0,USD,,,United States,New York,New York,On-site,No,11-20 years,8-10 years,Master's degree,Woman,White,No
4/9/2025 11:07:15,45-54,Utilities & Telecommunications,Administration,Office Manager,,69000,0,USD,,,United States,Texas,North Texas,Hybrid,No,21-30 years,21-30 years,Associate's degree,Woman,White,No
4/9/2025 11:08:28,35-44,Computing or Tech,Engineering,Senior Software Engineer 1,,169000,,USD,,,United States,Colorado,Denver Metro Area,Fully remote,No,11-20 years,8-10 years,Bachelor's degree,Woman,White,No
4/9/2025 11:08:50,35-44,Computing or Tech,Engineering,Software Engineering Manager,,125000,18750,EUR,,,Ireland,,Dublin,Fully remote,No,11-20 years,11-20 years,Bachelor's degree,Man,White,No
4/9/2025 11:08:51,35-44,Computing or Tech,Computing or Tech,Senior Developer Relations Engineer,,195000,,USD,,,United States,California,San Francisco,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Non-binary,White,Yes
4/9/2025 11:09:43,35-44,Government & Public Administration,Recruitment or HR,Human Resources Supervisor ,,73361,0,USD,,,United States,Louisiana,Baton Rouge LA ,On-site,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,No
4/9/2025 11:10:37,25-34,Transport or Logistics,Government Affairs & Lobbying,Aviation Security Manager ,Policy and Regulation,64000,3000,GBP,,,United Kingdom,,London,Hybrid,No,8-10 years,5-7 years,Master's degree,Woman,White,No
4/9/2025 11:11:52,35-44,Biotechnology & Pharma,Biotechnology & Pharma,Pharmacy Technician ,Long term care pharmacy ,33000,216,USD,,,United States,Illinois,Midwest,On-site,No,11-20 years,2-4 years,Associate's degree,Woman,"Native American or Alaska Native, White",Not sure / it's complicated
4/9/2025 11:11:56,25-34,Education (Higher Education),Administration,Administrative Assistant,,35908,0,USD,,,United States,New York,Finger Lakes Region,On-site,No,5-7 years,5-7 years,Bachelor's degree,Woman,White,Not sure / it's complicated
4/9/2025 11:13:29,35-44,Education (Higher Education),Banking & Finance,Data Analytics Officer,,44450,0,GBP,,,United Kingdom,,Yorkshire,Hybrid,No,11-20 years,11-20 years,Bachelor's degree,Woman,White,Yes
4/9/2025 11:13:43,45-54,Government & Public Administration,"Marketing, Advertising & PR",Senior Manager of Communications,external communications,115000,2500,USD,,,United States,Ohio,Cleveland,On-site,No,21-30 years,21-30 years,Master's degree,Woman,White,No
4/9/2025 11:14:23,35-44,"Galleries, Libraries, Archives & Museums","Galleries, Libraries, Archives & Museums",Assistant Library Director,,70000,0,USD,,,United States,Illinois,Springfield,On-site,No,11-20 years,8-10 years,Master's degree,Woman,White,No
